Manufacturer,Model Name,Category,Screen Size,Screen,RAM, Storage,GPU,Operating System,Operating System Version,Weight,Price (Euros)
MSI,GS73VR Stealth,Gaming,"17.3""",IPS Panel Full HD 1920x1080,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.43kg,1948.99
Dell,Inspiron 7579,2 in 1 Convertible,"15.6""",IPS Panel Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,2.191kg,999
Asus,ROG Strix,Gaming,"17.3""",Full HD 1920x1080,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.9kg,1949
Acer,C740-C9QX (3205U/2GB/32GB/Chrome,Netbook,"11.6""",1366x768,2GB,32GB SSD,Intel HD Graphics,Chrome OS,,1.3kg,174
Acer,E5 774G,Notebook,"17.3""",1600x900,4GB,1TB HDD,Nvidia GeForce 940MX,Windows,10,3.3kg,598
Lenovo,IdeaPad 320-17IKB,Notebook,"17.3""",1600x900,8GB,1TB HDD,Intel HD Graphics 620,No OS,,2.8kg,539
Lenovo,IdeaPad Y700-15ISK,Gaming,"15.6""",IPS Panel Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960<U+039C>,Windows,10,2.6kg,1272
Acer,SP714-51 (i7-7Y75/8GB/256GB/FHD/W10),2 in 1 Convertible,"14.0""",IPS Panel Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Intel HD Graphics 615,Windows,10,1.2kg,1149
Lenovo,Thinkpad T560,Notebook,"15.6""",IPS Panel Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,2.3kg,1529
MSI,GP62MVR 6RF,Gaming,"15.6""",Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.2kg,1476.11
HP,15-bw009nv (A12-9720P/6GB/1TB/Radeon,Notebook,"15.6""",Full HD 1920x1080,6GB,1TB HDD,AMD Radeon 530,Windows,10,2.1kg,529
Dell,Latitude E7270,Ultrabook,"12.5""",Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Intel HD Graphics 520,Windows,7,1.26kg,1713.37
Dell,Inspiron 5578,2 in 1 Convertible,"15.0""",Full HD / Touchscreen 1920x1080,4GB,500GB HDD,Intel HD Graphics 620,Windows,10,2.08kg,509
Asus,X540SA-RBPDN09 (N3710/4GB/1TB/W10),Notebook,"15.6""",1366x768,4GB,1TB HDD,Intel HD Graphics 405,Windows,10,2.65kg,309
Dell,XPS 13,Ultrabook,"13.3""",Quad HD+ / Touchscreen 3200x1800,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.29kg,1477
Dell,Vostro 3568,Notebook,"15.6""",1366x768,4GB,1TB HDD,Intel HD Graphics 520,Linux,,2.18kg,521.86
Lenovo,IdeaPad Y700-15ISK,Gaming,"15.6""",IPS Panel Full HD / Touchscreen 1920x1080,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows,10,2.6kg,1029
MSI,GL62M 7RDX,Gaming,"15.6""",Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.2kg,1149
Lenovo,ThinkPad Yoga,Netbook,"12.5""",IPS Panel Full HD / Touchscreen 1920x1080,16GB,512GB SSD,Intel HD Graphics 520,Windows,10,1.3kg,1650
Razer,Blade Pro,Gaming,"14.0""",Full HD 1920x1080,16GB,1TB SSD,Nvidia GeForce GTX 1060,Windows,10,1.95kg,3499
Dell,Inspiron 3567,Notebook,"15.6""",Touchscreen 1366x768,8GB,1TB HDD,Intel HD Graphics 620,Windows,10,2.3kg,469.01
MSI,GE72VR Apache,Gaming,"17.3""",Full HD 1920x1080,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.7kg,1598
Apple,MacBook Air,Ultrabook,"11.6""",1366x768,4GB,256GB Flash Storage,Intel HD Graphics 6000,Mac OS,X,1.08kg,959
HP,15-bs023nv (i3-6006U/4GB/1TB/FHD/W10),Notebook,"15.6""",Full HD 1920x1080,4GB,1TB HDD,Intel HD Graphics 520,Windows,10,2.1kg,478
HP,EliteBook 840,Ultrabook,"14.0""",2560x1440,8GB,256GB SSD,Intel HD Graphics 520,Windows,7,1.54kg,2198.19
Dell,Vostro 3559,Notebook,"15.6""",1366x768,4GB,500GB HDD,Intel HD Graphics 520,Windows,7,2.24kg,737
MSI,GL62 6QF,Gaming,"15.6""",Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows,10,2.3kg,1169
Lenovo,ThinkPad 13,Notebook,"13.3""",IPS Panel Full HD 1920x1080,16GB,512GB SSD,Intel HD Graphics 620,Windows,10,1.4kg,1499
Lenovo,IdeaPad 320-15ABR,Notebook,"15.6""",Full HD 1920x1080,6GB,256GB SSD,AMD Radeon 530,Windows,10,2.2kg,597.57
Asus,ZenBook UX310UA-WB71,Ultrabook,"13.3""",Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.45kg,1280
Acer,Aspire ES1-572,Notebook,"15.6""",1366x768,4GB,500GB HDD,Intel HD Graphics 520,Linux,,2.4kg,361.8
Dell,Inspiron 7779,2 in 1 Convertible,"17.3""",Full HD / Touchscreen 1920x1080,16GB,512GB SSD,Nvidia GeForce 940MX,Windows,10,2.77kg,1799
HP,EliteBook 840,Notebook,"14.0""",Full HD 1920x1080,4GB,256GB SSD,Intel HD Graphics 520,Windows,7,1.54kg,1099.99
Asus,Rog GL553VE-FY052T,Gaming,"15.6""",IPS Panel Full HD 1920x1080,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows,10,2.5kg,1600
Dell,Latitude 5480,Notebook,"14.0""",1366x768,4GB,500GB HDD,Intel HD Graphics 620,Windows,10,1.6kg,875
Asus,Rog GL502VS,Gaming,"15.6""",IPS Panel Full HD 1920x1080,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,10,2.34kg,2325
Lenovo,V510-15IKB (i5-7200U/8GB/256GB/FHD/No,Notebook,"15.6""",IPS Panel Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,No OS,,2.3kg,573
Dell,XPS 13,2 in 1 Convertible,"13.3""",Quad HD+ / Touchscreen 3200x1800,8GB,256GB SSD,Intel HD Graphics 615,Windows,10,1.24kg,1813
Dell,Inspiron 3552,Notebook,"15.6""",1366x768,4GB,500GB HDD,Intel HD Graphics,Linux,,2.2kg,324
HP,255 G6,Notebook,"15.6""",1366x768,4GB,500GB HDD,AMD Radeon R4 Graphics,Windows,10,1.86kg,399
Lenovo,IdeaPad 310-15ISK,Notebook,"15.6""",Full HD 1920x1080,6GB,128GB SSD,Nvidia GeForce 920MX,Windows,10,2.4kg,569
Lenovo,ThinkPad L460,Notebook,"14.0""",IPS Panel Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.9kg,1072
Dell,Inspiron 3552,Notebook,"15.6""",1366x768,4GB,500GB HDD,Intel HD Graphics,Windows,10,2.2kg,443.99
Asus,X541NA-GO020T (N3350/4GB/1TB/W10),Notebook,"15.6""",1366x768,4GB,1TB HDD,Intel HD Graphics 500,Windows,10,2kg,339
Asus,Rog G752VT-GC073T,Gaming,"17.3""",IPS Panel Full HD 1920x1080,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,Windows,10,4.0kg,1900
Dell,Vostro 3568,Notebook,"15.6""",1366x768,4GB,500GB HDD,Intel HD Graphics 520,Windows,10,2.29kg,490
Lenovo,B51-80 (i7-6500U/8GB/1008GB/Radeon,Notebook,"15.6""",Full HD 1920x1080,8GB,1TB Hybrid,AMD Radeon R5 M330,Windows,7,2.32kg,895
MSI,GE62 Apache,Gaming,"15.6""",Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows,10,2.4kg,1229
Lenovo,Yoga 500-14IBD,2 in 1 Convertible,"14.0""",Full HD / Touchscreen 1920x1080,4GB,128GB SSD,Intel HD Graphics 520,Windows,10,1.8kg,833.01
Asus,ZenBook UX305CA-UBM1,Ultrabook,"13.3""",IPS Panel Full HD 1920x1080,8GB,512GB SSD,Intel HD Graphics 515,Windows,10,1.2kg,729
Dell,Inspiron 3567,Notebook,"15.6""",1366x768,6GB,1TB HDD,Intel HD Graphics 620,Windows,10,2.3kg,459
Acer,Aspire ES1-531,Notebook,"15.6""",1366x768,4GB,500GB HDD,Intel HD Graphics 400,Linux,,2.4kg,289
Dell,Inspiron 3552,Notebook,"15.6""",1366x768,2GB,500GB HDD,Intel HD Graphics,Windows,10,2.20kg,379
Lenovo,IdeaPad Y700-15ISK,Notebook,"15.6""",IPS Panel Full HD 1920x1080,8GB,1TB HDD,Nvidia GeForce GTX 960M,Windows,10,2.6kg,899
HP,Pavilion 15-AW003nv,Notebook,"15.6""",Full HD 1920x1080,6GB,1TB Hybrid,AMD Radeon R7 M440,Windows,10,2.04kg,549.99
Dell,Inspiron 3567,Notebook,"15.6""",1366x768,8GB,1TB HDD,AMD Radeon R5 M430,Linux,,2.3kg,805.99
HP,Stream 11-Y000na,Netbook,"11.6""",1366x768,2GB,32GB Flash Storage,Intel HD Graphics 400,Windows,10,1.17kg,209
Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Notebook,"15.6""",1366x768,4GB,500GB HDD,Nvidia GeForce 920M,Windows,10,2.2kg,720.32
Lenovo,Yoga 500-14ISK,2 in 1 Convertible,"14.0""",IPS Panel Full HD / Touchscreen 1920x1080,4GB,128GB SSD,Intel HD Graphics 520,Windows,10,1.8kg,638
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,"13.3""",IPS Panel Quad HD+ / Touchscreen 3200x1800,16GB,512GB SSD,Intel HD Graphics 520,Windows,10,1.3kg,1499
Lenovo,IdeaPad 100S-14IBR,Notebook,"14.0""",1366x768,2GB,64GB Flash Storage,Intel HD Graphics,Windows,10,1.5kg,229
HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon,Notebook,"15.6""",1366x768,6GB,1TB HDD,AMD Radeon R5 M330,Windows,10,2.19kg,764
Asus,X553SA-XX031T (N3050/4GB/500GB/W10),Notebook,"15.6""",1366x768,4GB,500GB HDD,Intel HD Graphics,Windows,10,2.2kg,369
Asus,ZenBook UX305CA-UBM1,Ultrabook,"13.3""",IPS Panel Full HD 1920x1080,8GB,512GB SSD,Intel HD Graphics 515,Windows,10,1.2kg,729
Dell,Inspiron 3567,Notebook,"15.6""",1366x768,6GB,1TB HDD,Intel HD Graphics 620,Windows,10,2.3kg,459
Acer,Aspire ES1-531,Notebook,"15.6""",1366x768,4GB,500GB HDD,Intel HD Graphics 400,Linux,,2.4kg,289
Dell,Inspiron 3552,Notebook,"15.6""",1366x768,2GB,500GB HDD,Intel HD Graphics,Windows,10,2.20kg,379
Lenovo,IdeaPad Y700-15ISK,Notebook,"15.6""",IPS Panel Full HD 1920x1080,8GB,1TB HDD,Nvidia GeForce GTX 960M,Windows,10,2.6kg,899
HP,Pavilion 15-AW003nv,Notebook,"15.6""",Full HD 1920x1080,6GB,1TB Hybrid,AMD Radeon R7 M440,Windows,10,2.04kg,549.99
Dell,Inspiron 3567,Notebook,"15.6""",1366x768,8GB,1TB HDD,AMD Radeon R5 M430,Linux,,2.3kg,805.99
HP,Stream 11-Y000na,Netbook,"11.6""",1366x768,2GB,32GB Flash Storage,Intel HD Graphics 400,Windows,10,1.17kg,209
Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Notebook,"15.6""",1366x768,4GB,500GB HDD,Nvidia GeForce 920M,Windows,10,2.2kg,720.32
Lenovo,Yoga 500-14ISK,2 in 1 Convertible,"14.0""",IPS Panel Full HD / Touchscreen 1920x1080,4GB,128GB SSD,Intel HD Graphics 520,Windows,10,1.8kg,638
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,"13.3""",IPS Panel Quad HD+ / Touchscreen 3200x1800,16GB,512GB SSD,Intel HD Graphics 520,Windows,10,1.3kg,1499
Lenovo,IdeaPad 100S-14IBR,Notebook,"14.0""",1366x768,2GB,64GB Flash Storage,Intel HD Graphics,Windows,10,1.5kg,229
HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon,Notebook,"15.6""",1366x768,6GB,1TB HDD,AMD Radeon R5 M330,Windows,10,2.19kg,764
Asus,X553SA-XX031T (N3050/4GB/500GB/W10),Notebook,"15.6""",1366x768,4GB,500GB HDD,Intel HD Graphics,Windows,10,2.2kg,369
Asus,ZenBook UX305CA-UBM1,Ultrabook,"13.3""",IPS Panel Full HD 1920x1080,8GB,512GB SSD,Intel HD Graphics 515,Windows,10,1.2kg,729
Dell,Inspiron 3567,Notebook,"15.6""",1366x768,6GB,1TB HDD,Intel HD Graphics 620,Windows,10,2.3kg,459
Acer,Aspire ES1-531,Notebook,"15.6""",1366x768,4GB,500GB HDD,Intel HD Graphics 400,Linux,,2.4kg,289
Dell,Inspiron 3552,Notebook,"15.6""",1366x768,2GB,500GB HDD,Intel HD Graphics,Windows,10,2.20kg,379
Lenovo,IdeaPad Y700-15ISK,Notebook,"15.6""",IPS Panel Full HD 1920x1080,8GB,1TB HDD,Nvidia GeForce GTX 960M,Windows,10,2.6kg,899
HP,Pavilion 15-AW003nv,Notebook,"15.6""",Full HD 1920x1080,6GB,1TB Hybrid,AMD Radeon R7 M440,Windows,10,2.04kg,549.99
Dell,Inspiron 3567,Notebook,"15.6""",1366x768,8GB,1TB HDD,AMD Radeon R5 M430,Linux,,2.3kg,805.99
HP,Stream 11-Y000na,Netbook,"11.6""",1366x768,2GB,32GB Flash Storage,Intel HD Graphics 400,Windows,10,1.17kg,209
Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Notebook,"15.6""",1366x768,4GB,500GB HDD,Nvidia GeForce 920M,Windows,10,2.2kg,720.32
Lenovo,Yoga 500-14ISK,2 in 1 Convertible,"14.0""",IPS Panel Full HD / Touchscreen 1920x1080,4GB,128GB SSD,Intel HD Graphics 520,Windows,10,1.8kg,638
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,"13.3""",IPS Panel Quad HD+ / Touchscreen 3200x1800,16GB,512GB SSD,Intel HD Graphics 520,Windows,10,1.3kg,1499
Lenovo,IdeaPad 100S-14IBR,Notebook,"14.0""",1366x768,2GB,64GB Flash Storage,Intel HD Graphics,Windows,10,1.5kg,229
HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon,Notebook,"15.6""",1366x768,6GB,1TB HDD,AMD Radeon R5 M330,Windows,10,2.19kg,764
Asus,X553SA-XX031T (N3050/4GB/500GB/W10),Notebook,"15.6""",1366x768,4GB,500GB HDD,Intel HD Graphics,Windows,10,2.2kg,369
